Date,Close,High,Low,Open,Volume,Daily_Return,MA50,MA200
2022-08-23,296.4533386230469,298.82666015625,287.92333984375,291.4533386230469,63984900,0.0225584954757323,261.48893371582034,
2022-08-24,297.0966796875,303.64666748046875,296.5,297.5633239746094,57259800,0.002170125887066332,263.11613403320314,
2022-08-25,296.07000732421875,302.9599914550781,291.6000061035156,302.3599853515625,53230000,-0.003455684406709514,264.6197341918945,
2022-08-26,288.0899963378906,302.0,287.4700012207031,297.42999267578125,57163900,-0.026953121859416895,265.72153411865236,
2022-08-29,284.82000732421875,287.739990234375,280.70001220703125,282.8299865722656,41864700,-0.01135058160727187,267.1559341430664,
2022-08-30,277.70001220703125,288.4800109863281,272.6499938964844,287.8699951171875,50541800,-0.0249982267189629,268.37473449707034,
2022-08-31,275.6099853515625,281.25,271.80999755859375,280.6199951171875,52107300,-0.007526203685978228,269.14620086669925,
2022-09-01,277.1600036621094,277.5799865722656,266.1499938964844,272.5799865722656,54287000,0.005623955563764049,269.9676675415039,
2022-09-02,270.2099914550781,282.3500061035156,269.0799865722656,281.07000732421875,50890100,-0.02507581222110289,270.67046722412107,
2022-09-06,274.4200134277344,275.989990234375,265.739990234375,272.67999267578125,55860000,0.015580556255471167,271.2447341918945,
2022-09-07,283.70001220703125,283.8399963378906,272.2699890136719,273.1000061035156,50028900,0.03381677109982606,272.02033447265626,
2022-09-08,289.260009765625,289.5,279.760009765625,281.29998779296875,53713100,0.01959815762903916,273.15226806640624,
2022-09-09,299.67999267578125,299.8500061035156,291.25,291.6700134277344,54338100,0.03602289482946186,274.5760678100586,
2022-09-12,304.4200134277344,305.489990234375,300.3999938964844,300.7200012207031,48674600,0.01581694096302666,276.1750015258789,
2022-09-13,292.1300048828125,297.3999938964844,290.3999938964844,292.8999938964844,68229600,-0.04037188096320543,277.47233489990236,
2022-09-14,302.6099853515625,306.0,291.6400146484375,292.239990234375,72628700,0.03587437200418364,278.86320129394534,
2022-09-15,303.75,309.1199951171875,300.7200012207031,301.8299865722656,64795500,0.003767273730617582,280.30353454589846,
2022-09-16,303.3500061035156,303.7099914550781,295.6000061035156,299.6099853515625,87087800,-0.0013168523341049454,281.47966796875,
2022-09-19,309.07000732421875,309.8399963378906,297.79998779296875,300.0899963378906,60231200,0.018856110452001085,282.64580139160154,
2022-09-20,308.7300109863281,313.3299865722656,305.5799865722656,306.9100036621094,61642800,-0.0011000625419275156,284.1335348510742,
2022-09-21,300.79998779296875,313.79998779296875,300.6300048828125,308.2900085449219,62555700,-0.025685948599634356,285.4881344604492,
2022-09-22,288.5899963378906,301.2900085449219,285.82000732421875,299.8599853515625,70545400,-0.040591728559117746,286.5191345214844,
2022-09-23,275.3299865722656,284.5,272.82000732421875,283.0899963378906,63748400,-0.04594757245188685,287.25946746826173,
2022-09-26,276.010009765625,284.0899963378906,270.30999755859375,271.8299865722656,58076900,0.0024698479153155706,287.97833435058595,
2022-09-27,282.94000244140625,288.6700134277344,277.510009765625,283.8399963378906,61925200,0.02510775852537339,288.826201171875,
2022-09-28,287.80999755859375,289.0,277.57000732421875,283.0799865722656,54664800,0.017212112374233923,289.67180114746094,
2022-09-29,268.2099914550781,283.6499938964844,265.7799987792969,282.760009765625,77620600,-0.06810050474193607,290.0860009765625,
2022-09-30,265.25,275.57000732421875,262.4700012207031,266.1499938964844,67726600,-0.011036096899372572,289.95686767578127,
2022-10-03,242.39999389648438,255.16000366210938,241.00999450683594,254.5,98363500,-0.08614516909902215,289.36000061035156,
2022-10-04,249.44000244140625,257.5,242.00999450683594,250.52000427246094,109578500,0.029042940273044104,288.9801342773437,
2022-10-05,240.80999755859375,246.6699981689453,233.27000427246094,245.00999450683594,86982700,-0.034597517632881325,288.6191345214844,
2022-10-06,238.1300048828125,244.5800018310547,235.35000610351562,239.44000244140625,69298400,-0.011129075632041241,287.88533447265627,
2022-10-07,223.07000732421875,234.57000732421875,222.02000427246094,233.94000244140625,83916800,-0.06324275500689214,286.7287347412109,
2022-10-10,222.9600067138672,226.99000549316406,218.36000061035156,223.92999267578125,67925000,-0.0004931214719139376,285.2449349975586,
2022-10-11,216.5,225.75,215.0,220.9499969482422,77013200,-0.02897383620084637,283.629401550293,
2022-10-12,217.24000549316406,219.3000030517578,211.50999450683594,215.3300018310547,66860700,0.003418039229395209,281.96246826171875,
2022-10-13,221.72000122070312,222.99000549316406,206.22000122070312,208.3000030517578,91483000,0.020622332969329804,280.2489349365234,
2022-10-14,204.99000549316406,226.25999450683594,204.16000366210938,224.00999450683594,94124500,-0.07545550981161053,278.17606842041016,
2022-10-17,219.35000610351562,221.86000061035156,209.4499969482422,210.0399932861328,79428800,0.07005219876844393,276.79966827392576,
2022-10-18,220.19000244140625,229.82000732421875,217.25,229.5,75891900,0.003829479437051919,275.3950015258789,
2022-10-19,222.0399932861328,222.92999267578125,217.77999877929688,219.8000030517578,66571500,0.008401793106927569,274.16913452148435,
2022-10-20,207.27999877929688,215.5500030517578,202.0,208.27999877929688,117798100,-0.0664744863679374,272.4276013183594,
2022-10-21,214.44000244140625,214.66000366210938,203.8000030517578,206.4199981689453,75713800,0.03454266549727758,270.9838012695312,
2022-10-24,211.25,213.5,198.58999633789062,205.82000732421875,100446800,-0.014875967194030837,269.2082012939453,
2022-10-25,222.4199981689453,224.35000610351562,210.0,210.10000610351562,96507900,0.05287573097725584,267.47020111083987,
2022-10-26,224.63999938964844,230.60000610351562,218.1999969482422,219.39999389648438,85012500,0.009981122376490958,265.8317346191406,
2022-10-27,225.08999633789062,233.80999755859375,222.85000610351562,229.77000427246094,61638800,0.00200319154854367,264.25360107421875,
2022-10-28,228.52000427246094,228.86000061035156,216.35000610351562,225.39999389648438,69152400,0.015238384603380561,262.7666012573242,
2022-10-31,227.5399932861328,229.85000610351562,221.94000244140625,226.19000244140625,61554300,-0.004288512900427199,261.3840679931641,
2022-11-01,227.82000732421875,237.39999389648438,227.27999877929688,234.0500030517578,62688800,0.0012306146011606955,260.14220153808594,
2022-11-02,214.97999572753906,227.8699951171875,214.82000732421875,226.0399932861328,63070300,-0.05636033352596026,258.51273468017575,
2022-11-03,215.30999755859375,221.1999969482422,210.13999938964844,211.36000061035156,56538800,0.0015350350619269815,256.87700103759767,
2022-11-04,207.47000122070312,223.8000030517578,203.0800018310547,222.60000610351562,98622200,-0.03641259777431871,255.10500091552734,
2022-11-07,197.0800018310547,208.89999389648438,196.66000366210938,208.64999389648438,93916500,-0.05007952633400592,253.28480102539064,
2022-11-08,191.3000030517578,195.1999969482422,186.75,194.02000427246094,128803400,-0.02932818513088775,251.4144009399414,
2022-11-09,177.58999633789062,195.88999938964844,177.1199951171875,190.77999877929688,127062700,-0.07166757185130745,249.4122006225586,
2022-11-10,190.72000122070312,191.0,180.02999877929688,189.89999389648438,132703000,0.07393437216942544,247.7144009399414,
2022-11-11,195.97000122070312,196.52000427246094,182.58999633789062,186.0,114403600,0.027527264924482875,246.09060089111327,
2022-11-14,190.9499969482422,195.72999572753906,186.33999633789062,192.77000427246094,92226600,-0.02561618738169713,244.50540100097658,
2022-11-15,194.4199981689453,200.82000732421875,192.05999755859375,195.8800048828125,91293800,0.018172303095892017,242.90540069580078,
2022-11-16,186.9199981689453,192.57000732421875,185.66000366210938,191.50999450683594,66567600,-0.03857627852399581,240.96980041503906,
2022-11-17,183.1699981689453,186.16000366210938,180.89999389648438,183.9600067138672,64336000,-0.020062058831236462,238.84800018310546,
2022-11-18,180.19000244140625,185.19000244140625,176.5500030517578,185.0500030517578,76048900,-0.016269016527425406,236.45820037841796,
2022-11-21,167.8699951171875,176.77000427246094,167.5399932861328,175.85000610351562,92882700,-0.06837231343190053,233.72720001220702,
2022-11-22,169.91000366210938,170.9199981689453,166.19000244140625,168.6300048828125,78452300,0.012152311933396831,231.28279998779297,
2022-11-23,183.1999969482422,183.6199951171875,172.5,173.57000732421875,109536700,0.07821783885404354,228.89460021972656,
2022-11-25,182.86000061035156,185.1999969482422,180.6300048828125,185.05999755859375,50672700,-0.0018558752377418886,226.4768002319336,
2022-11-28,182.9199981689453,188.5,179.0,179.9600067138672,92905200,0.0003281065208000644,224.0682000732422,
2022-11-29,180.8300018310547,186.3800048828125,178.75,184.99000549316406,83357100,-0.011425739989130657,221.5033999633789,
2022-11-30,194.6999969482422,194.75999450683594,180.6300048828125,182.42999267578125,109186400,0.07670184691003823,219.2227996826172,
2022-12-01,194.6999969482422,198.9199981689453,191.8000030517578,197.0800018310547,80046200,0.0,217.10079986572265,
2022-12-02,194.86000061035156,196.25,191.11000061035156,191.77999877929688,73645900,0.0008217959148295595,215.22619995117188,
2022-12-05,182.4499969482422,191.27000427246094,180.5500030517578,189.44000244140625,93122700,-0.06368676805520912,213.3686001586914,
2022-12-06,179.82000732421875,183.64999389648438,175.3300018310547,181.22000122070312,92150800,-0.01441485156488942,211.44480010986328,
2022-12-07,174.0399932861328,179.3800048828125,172.22000122070312,175.02999877929688,84213300,-0.032143331123685615,209.2667999267578,
2022-12-08,173.44000244140625,175.1999969482422,169.05999755859375,172.1999969482422,97624500,-0.003447430865732959,206.97940002441408,
2022-12-09,179.0500030517578,182.5,173.36000061035156,173.83999633789062,104872300,0.0323454827685834,205.19620025634765,
2022-12-12,167.82000732421875,177.3699951171875,167.52000427246094,176.10000610351562,109794500,-0.0627198857086465,203.24760040283203,
2022-12-13,160.9499969482422,175.0500030517578,156.91000366210938,174.8699951171875,175862700,-0.04093677795344208,201.61860046386718,
2022-12-14,156.8000030517578,161.6199951171875,155.30999755859375,159.25,140682300,-0.025784367661833008,199.76580047607422,
2022-12-15,157.6699981689453,160.92999267578125,153.27999877929688,153.44000244140625,122334500,0.005548438139381551,198.10300048828125,
2022-12-16,150.22999572753906,160.99000549316406,150.0399932861328,159.63999938964844,139032200,-0.047187179094365206,196.34500030517577,
2022-12-19,149.8699951171875,155.25,145.82000732421875,154.0,139390600,-0.00239632976495896,194.88100006103517,
2022-12-20,137.8000030517578,148.47000122070312,137.66000366210938,146.0500030517578,159563300,-0.08053641461716088,193.17779998779298,
2022-12-21,137.57000732421875,141.25999450683594,135.88999938964844,139.33999633789062,145417400,-0.0016690545895901021,191.59920013427734,
2022-12-22,125.3499984741211,136.6300048828125,122.26000213623047,136.0,210090300,-0.08882756559936855,189.76139999389648,
2022-12-23,123.1500015258789,128.6199951171875,121.0199966430664,126.37000274658203,166989700,-0.017550833466474902,187.79,
2022-12-27,109.0999984741211,119.66999816894531,108.76000213623047,117.5,208643400,-0.1140885333144338,185.87219985961914,
2022-12-28,112.70999908447266,116.2699966430664,108.23999786376953,110.3499984741211,221070500,0.03308891531476843,183.7393997192383,
2022-12-29,121.81999969482422,123.56999969482422,117.5,120.38999938964844,221923300,0.0808269069678893,181.77199966430663,
2022-12-30,123.18000030517578,124.4800033569336,119.75,119.94999694824219,157777300,0.011164017515666869,179.7947998046875,
2023-01-03,108.0999984741211,118.80000305175781,104.63999938964844,118.47000122070312,231402800,-0.12242248574195735,177.81119979858397,
2023-01-04,113.63999938964844,114.58999633789062,107.5199966430664,109.11000061035156,180389000,0.05124885285593783,175.79519973754884,
2023-01-05,110.33999633789062,111.75,107.16000366210938,110.51000213623047,157986300,-0.029039097760312105,173.77699966430663,
2023-01-06,113.05999755859375,114.38999938964844,101.80999755859375,103.0,220911100,0.024651090365942707,171.5897996520996,
2023-01-09,119.7699966430664,123.5199966430664,117.11000061035156,118.95999908447266,190284000,0.059349011404278285,169.49239959716797,247.09745071411132
2023-01-10,118.8499984741211,122.76000213623047,114.91999816894531,121.06999969482422,167642500,-0.007681374256751861,167.36759963989257,246.00183406829834
2023-01-11,123.22000122070312,125.94999694824219,120.51000213623047,122.08999633789062,183810800,0.036769060182475055,165.2615995788574,244.9335340499878
2023-01-12,123.55999755859375,124.12999725341797,117.0,122.55999755859375,169400900,0.0027592625752506095,163.18199966430663,243.73160076141357
2023-01-13,122.4000015258789,122.62999725341797,115.5999984741211,116.55000305175781,180714100,-0.009388119582672827,161.07359954833984,242.51098403930663
2023-01-17,131.49000549316406,131.6999969482422,125.0199966430664,125.69999694824219,186477000,0.07426473736900463,159.40379974365234,241.34511741638184
2023-01-18,128.77999877929688,136.67999267578125,127.01000213623047,136.55999755859375,195680300,-0.020609982513142944,157.6731997680664,240.19301734924318
2023-01-19,127.16999816894531,129.99000549316406,124.30999755859375,127.26000213623047,170291900,-0.012501946153228194,156.06719970703125,239.0212173461914
2023-01-20,133.4199981689453,133.50999450683594,127.3499984741211,128.67999267578125,138858100,0.0491468120625187,154.79399963378907,237.77923393249512
2023-01-23,143.75,145.3800048828125,134.27000427246094,135.8699951171875,203119200,0.07742468874848996,153.8429995727539,236.67921730041505
2023-01-24,143.88999938964844,146.5,141.10000610351562,143.0,158699100,0.0009739087975544347,153.16899963378907,235.6557339477539
2023-01-25,144.42999267578125,146.41000366210938,138.07000732421875,141.91000366210938,192734300,0.003752820129427681,152.24319946289063,234.61578384399414
2023-01-26,160.27000427246094,161.4199981689453,154.75999450683594,159.97000122070312,234815100,0.10967259156647335,151.52919952392577,233.70798393249513
2023-01-27,177.89999389648438,180.67999267578125,161.1699981689453,162.42999267578125,306590600,0.11000180416824756,151.26819946289064,232.97093391418457
2023-01-30,166.66000366210938,179.77000427246094,166.5,178.0500030517578,230878800,-0.06318150994943417,150.71299957275392,232.1593172454834
2023-01-31,173.22000122070312,174.3000030517578,162.77999877929688,164.57000732421875,196813500,0.03936155894904236,150.43899963378905,231.32146720886232
2023-02-01,181.41000366210938,183.80999755859375,169.92999267578125,173.88999938964844,213806300,0.047280928205116535,150.40379974365234,230.58685050964357
2023-02-02,188.27000427246094,196.75,182.61000061035156,187.3300018310547,217448300,0.03781489703913388,150.56539978027342,229.85438385009766
2023-02-03,189.97999572753906,199.0,183.69000244140625,183.9499969482422,232662000,0.009082654784473565,151.00759979248048,229.0907004547119
2023-02-06,194.75999450683594,198.1699981689453,189.9199981689453,193.00999450683594,186188100,0.025160537355481072,151.504599609375,228.4358337402344
2023-02-07,196.80999755859375,197.5,189.5500030517578,196.42999267578125,186010300,0.010525791279409002,151.77679962158203,227.73858367919922
2023-02-08,201.2899932861328,203.0,194.30999755859375,196.10000610351562,180673600,0.022763049555982517,152.14539947509766,227.0699503326416
2023-02-09,207.32000732421875,214.0,204.77000427246094,207.77999877929688,215431400,0.029956849516678652,152.63339965820313,226.44318367004394
2023-02-10,196.88999938964844,206.1999969482422,192.88999938964844,202.22999572753906,204754100,-0.05030873801899527,152.954599609375,225.96693359375
2023-02-13,194.63999938964844,196.3000030517578,187.61000061035156,194.4199981689453,172475500,-0.011427700782035255,152.95339965820312,225.47095024108887
2023-02-14,209.25,209.82000732421875,189.44000244140625,191.94000244140625,216455700,0.0750616556523096,153.2443997192383,225.05468360900878
2023-02-15,214.24000549316406,214.66000366210938,206.11000061035156,211.75999450683594,181006400,0.02384709913101113,153.63199981689453,224.67461700439452
2023-02-16,202.0399932861328,217.64999389648438,201.83999633789062,210.77999877929688,229586500,-0.05694553722096751,154.02379974365235,224.17991691589356
2023-02-17,208.30999755859375,208.44000244140625,197.5,199.99000549316406,213738500,0.031033480898909227,154.59359954833985,223.70605018615723
2023-02-21,197.3699951171875,209.7100067138672,197.22000122070312,204.99000549316406,180018600,-0.05251789433835996,155.06019958496094,223.10520011901855
2023-02-22,200.86000061035156,201.99000549316406,191.77999877929688,197.92999267578125,191828500,0.017682553475729224,155.60859954833984,222.65403350830078
2023-02-23,202.07000732421875,205.13999938964844,196.3300018310547,203.91000366210938,146360000,0.006024129792842503,156.06899963378908,222.22163360595704
2023-02-24,196.8800048828125,197.6699981689453,192.8000030517578,196.3300018310547,142228100,-0.025684180003413215,156.65019958496094,221.89418365478517
2023-02-27,207.6300048828125,209.4199981689453,201.25999450683594,202.02999877929688,161028300,0.0546017865369246,157.58379974365235,221.59893371582032
2023-02-28,205.7100067138672,211.22999572753906,203.75,210.58999633789062,153144900,-0.009247209573726933,158.56199981689454,221.404150390625
