Date,Close,High,Low,Open,Volume,Daily_Return,MA50,MA200
2022-03-24,337.97332763671875,341.4966735839844,329.6000061035156,336.57666015625,68920800,,,
2022-03-25,336.8800048828125,340.6000061035156,332.44000244140625,336.0,62031600,-0.003234937980317265,,
2022-03-28,363.9466552734375,365.9599914550781,351.20001220703125,355.0333251953125,102506100,0.0803450783611821,,
2022-03-29,366.5233459472656,371.5899963378906,357.7033386230469,369.3299865722656,73614900,0.007079858095940583,,
2022-03-30,364.663330078125,371.3166809082031,361.3333435058594,363.72332763671875,59865000,-0.00507475414515135,,
2022-03-31,359.20001220703125,367.71331787109375,358.8800048828125,364.8566589355469,48992700,-0.014981813142339484,,
2022-04-01,361.5299987792969,364.9166564941406,355.5466613769531,360.3833312988281,54263100,0.006486599368272561,,
2022-04-04,381.8166809082031,383.3033447265625,357.510009765625,363.1266784667969,82035900,0.05611341298759176,,
2022-04-05,363.7533264160156,384.2900085449219,362.4333190917969,378.76666259765625,80075100,-0.047308971544201106,,
2022-04-06,348.586669921875,359.6666564941406,342.5666809082031,357.8233337402344,89348400,-0.041694894294368345,,
2022-04-07,352.4200134277344,358.86334228515625,340.5133361816406,350.7966613769531,79447200,0.010996816105212748,,
2022-04-08,341.8299865722656,349.4800109863281,340.8133239746094,347.7366638183594,55013700,-0.03004944796541842,,
2022-04-11,325.30999755859375,336.15667724609375,324.8800048828125,326.79998779296875,59357100,-0.048328086073804455,,
2022-04-12,328.98333740234375,340.39666748046875,325.5333251953125,332.5466613769531,65976000,0.011291813566499442,,
2022-04-13,340.7900085449219,342.0799865722656,324.3666687011719,327.02667236328125,55121100,0.03588835603591267,,
2022-04-14,328.3333435058594,337.57000732421875,327.39666748046875,333.0966796875,58422300,-0.03655231880843268,,
2022-04-18,334.7633361816406,338.3066711425781,324.4700012207031,329.6766662597656,51715200,0.019583733431163042,,
2022-04-19,342.7166748046875,344.9800109863281,331.77667236328125,335.0199890136719,49847700,0.023758093445249484,,
2022-04-20,325.73333740234375,344.6666564941406,325.0833435058594,343.3333435058594,70711200,-0.04955503671370076,,
2022-04-21,336.260009765625,364.0733337402344,332.1400146484375,358.24334716796875,105416400,0.03231684066245499,,
2022-04-22,335.01666259765625,344.95001220703125,331.3333435058594,338.3033447265625,69696600,-0.003697576672395231,,
2022-04-25,332.67333984375,336.2066650390625,325.1000061035156,326.3233337402344,68341200,-0.006994645387893739,,
2022-04-26,292.1400146484375,333.3333435058594,291.6666564941406,331.80999755859375,136133700,-0.12184121881948873,,
2022-04-27,293.836669921875,306.0,292.4533386230469,299.52667236328125,76956300,0.005807678470473254,,
2022-04-28,292.5033264160156,300.0,273.8999938964844,299.99334716796875,124948500,-0.004537702888526063,,
2022-04-29,290.2533264160156,311.4666748046875,290.0,300.75,88133100,-0.007692220213591394,,
2022-05-02,300.9800109863281,302.1199951171875,282.6766662597656,286.92333984375,75781500,0.03695628471433299,,
2022-05-03,303.0833435058594,308.02667236328125,296.1966552734375,301.05999755859375,63709500,0.006988279761963367,,
2022-05-04,317.5400085449219,318.5,295.09332275390625,301.3133239746094,81643800,0.04769864576468552,,
2022-05-05,291.09332275390625,315.20001220703125,285.8999938964844,313.00665283203125,92519100,-0.08328615317548016,,
2022-05-06,288.54998779296875,296.0,281.03668212890625,295.6666564941406,72903000,-0.008737180698190294,,
2022-05-09,262.3699951171875,281.8766784667969,260.3833312988281,278.8166809082031,90810300,-0.09072948807249681,,
2022-05-10,266.67999267578125,275.1199951171875,258.0833435058594,273.10333251953125,84401700,0.016427173986372612,,
2022-05-11,244.6666717529297,269.92333984375,242.39999389648438,265.0,97224600,-0.08254582843646041,,
2022-05-12,242.6666717529297,253.22000122070312,226.6666717529297,233.6666717529297,140313000,-0.008174386751047313,,
2022-05-13,256.5299987792969,262.45001220703125,250.52333068847656,257.82666015625,92150700,0.05712909369145702,,
2022-05-16,241.4566650390625,256.586669921875,239.69667053222656,255.72000122070312,86098500,-0.05875856161837267,,
2022-05-17,253.8699951171875,254.82666015625,242.9499969482422,249.1199951171875,80236200,0.05141017778952928,,
2022-05-18,236.60333251953125,253.5,233.60333251953125,248.17333984375,87811800,-0.06801379812405906,,
2022-05-19,236.47332763671875,244.6666717529297,231.3699951171875,235.6666717529297,90296700,-0.0005494634476534976,,
2022-05-20,221.3000030517578,240.52667236328125,211.0,237.99667358398438,144973200,-0.06416505716141863,,
2022-05-23,224.96665954589844,226.65333557128906,212.68666076660156,218.33999633789062,88903500,0.01656871415985961,,
2022-05-24,209.3866729736328,217.97332763671875,206.85667419433594,217.8433380126953,89092500,-0.06925464690507588,,
2022-05-25,219.60000610351562,223.10667419433594,207.6699981689453,207.9499969482422,92139300,0.04877737911795821,,
2022-05-26,235.91000366210938,239.55667114257812,217.8866729736328,220.47332763671875,106003200,0.07427138936829314,,
2022-05-27,253.2100067138672,253.26666259765625,240.17666625976562,241.0833282470703,89295000,0.07333306253742577,,
2022-05-31,252.75332641601562,259.6000061035156,244.7433319091797,257.9466552734375,101914500,-0.001803563389055185,,
2022-06-01,246.7899932861328,257.32666015625,243.63999938964844,251.72000122070312,77247900,-0.02359349020027357,,
2022-06-02,258.3333435058594,264.2099914550781,242.06666564941406,244.1566619873047,93473100,0.04677398003874078,,
2022-06-03,234.51666259765625,247.79666137695312,233.4166717529297,243.22666931152344,112393800,-0.09219359988526965,297.55533477783206,
2022-06-06,238.27999877929688,244.86666870117188,234.35000610351562,244.35333251953125,84204600,0.0160472016783606,295.5614682006836,
2022-06-07,238.8866729736328,239.99667358398438,230.0933380126953,234.0,72808500,0.0025460558898939833,293.6016015625,
2022-06-08,241.86666870117188,249.9633331298828,239.17666625976562,240.086669921875,76210500,0.012474516432601446,291.1600018310547,
2022-06-09,239.7066650390625,255.54666137695312,239.32666015625,249.33999633789062,96491400,-0.008930555308462429,288.6236682128906,
2022-06-10,232.22999572753906,239.5,227.913330078125,235.1566619873047,97536600,-0.031190911234383223,285.9750015258789,
2022-06-13,215.73666381835938,226.63333129882812,214.68333435058594,223.1666717529297,102767400,-0.07102153990705962,283.1057345581055,
2022-06-14,220.88999938964844,226.3300018310547,211.73666381835938,218.2866668701172,97988700,0.023887157055640484,280.2929345703125,
2022-06-15,233.0,235.663330078125,218.14999389648438,220.9166717529297,119131800,0.05482367080362738,277.31660095214846,
2022-06-16,213.10000610351562,225.1666717529297,208.69332885742188,222.73666381835938,107390700,-0.08540769912654234,274.30353454589846,
2022-06-17,216.75999450683594,220.97000122070312,213.19667053222656,213.43333435058594,92641800,0.017174980283869212,271.66700103759763,
2022-06-21,237.0366668701172,243.57666015625,224.3333282470703,224.60333251953125,122793000,0.0935443480214786,269.3593341064453,
2022-06-22,236.086669921875,246.8333282470703,233.82666015625,234.50332641601562,101107500,-0.004007805884153504,267.2444677734375,
2022-06-23,235.07000732421875,239.31666564941406,228.6366729736328,237.9066619873047,104202600,-0.004306310889948484,265.43966796875,
2022-06-24,245.7066650390625,246.06666564941406,236.086669921875,237.47000122070312,95770800,0.04524889345059324,263.77413452148437,
2022-06-27,244.9199981689453,252.07000732421875,242.56666564941406,249.36666870117188,89178300,-0.0032016505127857586,261.85673431396486,
2022-06-28,232.663330078125,249.97000122070312,232.3433380126953,244.48333740234375,90391200,-0.0500435578248114,259.94333404541015,
2022-06-29,228.49000549316406,231.17333984375,222.27333068847656,230.5,82897200,-0.01793718238090891,257.81786743164065,
2022-06-30,224.47332763671875,229.4566650390625,218.8633270263672,224.50999450683594,94600500,-0.017579227799377373,255.45300048828125,
2022-07-01,227.26333618164062,230.22999572753906,222.1199951171875,227.0,74460300,0.012429131666979787,253.4836004638672,
2022-07-05,233.06666564941406,233.14666748046875,216.1666717529297,223.0,84581100,0.025535704813974602,251.41973358154297,
2022-07-06,231.73333740234375,234.56333923339844,227.18666076660156,230.77999877929688,71853600,-0.005720802000385383,249.35406707763673,
2022-07-07,244.5433349609375,245.3633270263672,232.2100067138672,233.9199981689453,81930600,0.055279044880592876,247.59146697998048,
2022-07-08,250.76333618164062,254.97999572753906,241.16000366210938,242.3333282470703,101854200,0.02543516968760029,246.76393341064454,
2022-07-11,234.3433380126953,253.06333923339844,233.6266632080078,252.10333251953125,99241200,-0.06548005948146851,245.57406677246092,
2022-07-12,233.07000732421875,239.77333068847656,228.3699951171875,236.84666442871094,87930900,-0.005433611636988744,244.385400390625,
2022-07-13,237.0399932861328,242.05999755859375,225.03334045410156,225.5,97954500,0.017033448479672808,243.32113372802735,
2022-07-14,238.31333923339844,238.65333557128906,229.3333282470703,234.89666748046875,78557400,0.005371861218914864,242.06780029296874,
2022-07-15,240.06666564941406,243.6233367919922,236.88999938964844,240.0,69683100,0.0073572315408600986,240.80746673583985,
2022-07-18,240.54666137695312,250.51666259765625,239.60333251953125,244.93666076660156,82537500,0.001999426810217919,239.26759979248047,
2022-07-19,245.52999877929688,247.13999938964844,236.97666931152344,245.0,80890200,0.020716718219316865,238.35633331298828,
2022-07-20,247.5,250.663330078125,243.48333740234375,246.78334045410156,88864200,0.008023464466653252,237.5353335571289,
2022-07-21,271.7066650390625,273.26666259765625,254.86666870117188,255.10667419433594,142032300,0.09780470722853529,237.72206695556642,
2022-07-22,272.24334716796875,280.78668212890625,270.71331787109375,276.2200012207031,103472700,0.0019752262198982073,237.83333404541017,
2022-07-25,268.4333190917969,274.14666748046875,267.3999938964844,272.2166748046875,64073400,-0.013994935471540293,238.3086669921875,
2022-07-26,258.8599853515625,267.30999755859375,256.2633361816406,266.5133361816406,66820800,-0.0356637312112531,238.63253326416014,
2022-07-27,274.82000732421875,275.9266662597656,261.7900085449219,263.80999755859375,88110000,0.061655036992220635,238.99833343505858,
2022-07-28,280.8999938964844,283.29998779296875,272.79998779296875,280.0666809082031,84723000,0.02212352234272652,239.78720001220702,
2022-07-29,297.1499938964844,298.32000732421875,279.1000061035156,280.70001220703125,95313000,0.05784976985791013,240.65279998779297,
2022-08-01,297.27667236328125,311.8766784667969,295.0,301.27667236328125,117042900,0.00042631152414229767,241.86626678466797,
2022-08-02,300.586669921875,307.8333435058594,292.6666564941406,294.0033264160156,95577600,0.011134400598203698,243.1485336303711,
2022-08-03,307.39666748046875,309.54998779296875,301.1499938964844,305.0,80091000,0.02265568716125621,244.8704669189453,
2022-08-04,308.6333312988281,313.6066589355469,305.0,311.0,72256200,0.004023022853486102,246.5438003540039,
2022-08-05,288.1700134277344,304.6066589355469,285.5433349609375,302.6700134277344,113172900,-0.0663030068235908,248.11946716308594,
2022-08-08,290.42333984375,305.20001220703125,289.086669921875,295.0,98994000,0.007819434052879659,249.53593383789064,
2022-08-09,283.3333435058594,292.39666748046875,279.35333251953125,290.2933349609375,86244600,-0.024412625864385085,250.48440063476562,
2022-08-10,294.3566589355469,297.510009765625,283.3699951171875,297.0666809082031,94918800,0.03890581776676605,251.30733367919922,
2022-08-11,286.6300048828125,298.2366638183594,285.8333435058594,296.5133361816406,70155000,-0.026249292544206493,251.98486724853515,
2022-08-12,300.0299987792969,300.1600036621094,285.0333251953125,289.4166564941406,79657200,0.046750143628413676,253.04966735839844,
2022-08-15,309.32000732421875,313.1333312988281,301.2300109863281,301.78668212890625,89359200,0.03096359891583922,254.06940063476563,
2022-08-16,306.5633239746094,314.6666564941406,302.8833312988281,311.6666564941406,88136400,-0.008912075793144236,255.5103338623047,
2022-08-17,303.9966735839844,309.65667724609375,300.0333251953125,303.39666748046875,68766000,-0.008372333511224461,256.8246673583984,
2022-08-18,302.8699951171875,306.5,301.85333251953125,306.0,47500500,-0.0037062197211366055,258.10433380126955,
2022-08-19,296.6666564941406,300.3599853515625,292.5,299.0,61395300,-0.020481852686155544,259.2003335571289,
2022-08-22,289.913330078125,292.3999938964844,286.2966613769531,291.913330078125,55843200,-0.022764022407583906,260.2044668579102,
